Code,Course,Section,Session,Credits,Campus,Instructor,Times,Location,Year/Sem.
PEER001,Peer Mentoring(PEER001),10CSDSES,6w,0,AUA Main Campus,Mariam Mikhaylova,FRI 12:30pm-1:20pm,Classroom 610M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),11BAB,6w,0,AUA Main Campus,Mariam Mikhaylova,TUE 9:00am-9:50am,Classroom 610M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),12BAB,6w,0,AUA Main Campus,Mariam Mikhaylova,FRI 12:30pm-1:20pm,Classroom 206M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),12CSDSES,6w,0,AUA Main Campus,Mariam Mikhaylova,MON 4:30pm-5:20pm,Classroom 610M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),13BAB,6w,0,AUA Main Campus,Mariam Mikhaylova,FRI 2:30pm-3:20pm,Classroom 610M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),13CSDSES,6w,0,AUA Main Campus,Mariam Mikhaylova,WED 12:30pm-1:20pm,Classroom 206M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),14CSDSES,6w,0,AUA Main Campus,Mariam Mikhaylova,TUE 1:30pm-2:20pm,Classroom 204M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),15CSDSES,6w,0,AUA Main Campus,Mariam Mikhaylova,WED 12:30pm-1:20pm,Classroom 214M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),16CSDSES,6w,0,AUA Main Campus,Mariam Mikhaylova,WED 3:30pm-4:20pm,Classroom 204M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),17CSDSES,6w,0,AUA Main Campus,Mariam Mikhaylova,WED 9:30am-10:20am,Classroom 610M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),18CSDSES,6w,0,AUA Main Campus,Mariam Mikhaylova,MON 2:30pm-3:20pm,Classroom 426M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),19CSDSES,6w,0,AUA Main Campus,Mariam Mikhaylova,FRI 12:30pm-1:20pm,Classroom 214M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),1BAB,6w,0,AUA Main Campus,Mariam Mikhaylova,MON 1:30pm-2:20pm,Classroom 204M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),1CSDSES,6w,0,AUA Main Campus,Mariam Mikhaylova,MON 2:30pm-3:20pm,Classroom 610M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),1EC,6w,0,AUA Main Campus,Mariam Mikhaylova,MON 1:30pm-2:20pm,Classroom 610M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),1ESS,6w,0,AUA Main Campus,Mariam Mikhaylova,MON 11:30am-12:20pm,Classroom 610M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),1PG,6w,0,AUA Main Campus,Mariam Mikhaylova,MON 12:30pm-1:20pm,Classroom 610M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),20CSDSES,6w,0,AUA Main Campus,Mariam Mikhaylova,MON 1:30pm-2:20pm,Classroom 206M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),2BAB,6w,0,AUA Main Campus,Mariam Mikhaylova,MON 11:30am-12:20pm,Classroom 202M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),2CSDSES,6w,0,AUA Main Campus,Mariam Mikhaylova,MON 10:30am-11:20am,Classroom 610M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),2EC,6w,0,AUA Main Campus,Mariam Mikhaylova,FRI 10:30am-11:20am,Classroom 610M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),2ESS,6w,0,AUA Main Campus,Mariam Mikhaylova,WED 3:30pm-4:20pm,Classroom 610M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),2PG,6w,0,AUA Main Campus,Mariam Mikhaylova,MON 2:30pm-3:20pm,Classroom 612M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),3BAB,6w,0,AUA Main Campus,Mariam Mikhaylova,MON 12:30pm-1:20pm,Classroom 206M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),3CSDSES,6w,0,AUA Main Campus,Mariam Mikhaylova,MON 2:30pm-3:20pm,Classroom 610M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),3EC,6w,0,AUA Main Campus,Mariam Mikhaylova,THU 12:00pm-12:50pm,Classroom 215E Paramaz Avedissian Building,202324/fall
PEER001,Peer Mentoring(PEER001),3PG,6w,0,AUA Main Campus,Mariam Mikhaylova,MON 11:30am-12:20pm,Classroom 214M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),4BAB,6w,0,AUA Main Campus,Mariam Mikhaylova,MON 12:30pm-1:20pm,Classroom 426M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),4CS DS ES,6w,0,AUA Main Campus,Mariam Mikhaylova,TUE 1:30pm-2:20pm,Classroom 610M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),4EC,6w,0,AUA Main Campus,Mariam Mikhaylova,WED 12:30pm-1:20pm,Classroom 426M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),5BAB,6w,0,AUA Main Campus,Mariam Mikhaylova,THU 1:30pm-2:20pm,Classroom 426M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),5CS DS ES,6w,0,AUA Main Campus,Mariam Mikhaylova,WED 1:30pm-2:20pm,Classroom 610M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),5EC,6w,0,AUA Main Campus,Mariam Mikhaylova,TUE 1:30pm-2:20pm,Classroom 426M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),6BAB,6w,0,AUA Main Campus,Mariam Mikhaylova,MON 10:30am-11:20am,Classroom 426M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),6EC,6w,0,AUA Main Campus,Mariam Mikhaylova,MON 2:30pm-3:20pm,Classroom 204M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),7BAB,6w,0,AUA Main Campus,Mariam Mikhaylova,MON 11:30am-12:20pm,Classroom 426M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),7CSDSES,6w,0,AUA Main Campus,Mariam Mikhaylova,WED 1:30pm-2:20pm,Classroom 204M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),7EC,6w,0,AUA Main Campus,Mariam Mikhaylova,TUE 1:30pm-2:20pm,Classroom 612M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),8BAB,6w,0,AUA Main Campus,Mariam Mikhaylova,MON 12:30pm-1:20pm,Classroom 214M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),8CSDSES,6w,0,AUA Main Campus,Mariam Mikhaylova,MON 1:30pm-2:20pm,Classroom 426M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),9BAB,6w,0,AUA Main Campus,Mariam Mikhaylova,TUE 3:00pm-3:50pm,Classroom 610M Main Building,202324/fall
PEER001,Peer Mentoring(PEER001),9CSDSES,6w,0,AUA Main Campus,Mariam Mikhaylova,WED 1:30pm-2:20pm,Classroom 426M Main Building,202324/fall
PG101,Introduction to Politics and Governanc(PG101),0,15W,3,AUA Main Campus,Uroš Prokić,"TUE 1:30pm-2:50pm, THU 1:30pm-2:50pm",Classroom 113W Paramaz Avedissian Building,202324/fall
PG101,Introduction to Politics and Governance(PG101),C,15W,3,AUA Main Campus,SysAdmin SysAdmin,TBD,,202324/fall
PG102,Introduction to Political Inquiry(PG102),A,15W,3,AUA Main Campus,Yevgenya Paturyan,"MON 10:30am-11:20am, WED 10:30am-11:20am, FRI 10:30am-11:20am",Classroom 315E Paramaz Avedissian Building,202324/fall
PG102,Introduction to Political Inquiry(PG102),B,15W,3,AUA Main Campus,Laura Prokić,"TUE 10:30am-11:50am, THU 10:30am-11:50am",Classroom 314M Main Building,202324/fall
PG204,Public Administration(PG204),0,15w,3,AUA Main Campus,Brian Ellison,TBD,,202324/fall
PG204,Public Administrationn(PG204),0,15w,3,AUA Main Campus,Brian Ellison,"TUE 10:30am-11:50am, THU 10:30am-11:50am",Classroom 313W Paramaz Avedissian Building,202324/fall
PG205,Political Ideologies(PG205),A,15w,3,AUA Main Campus,Yevgenya Paturyan,"TUE 4:30pm-5:50pm, THU 4:30pm-5:50pm",Classroom 206E Paramaz Avedissian Building,202324/fall
PG205,Political Ideologies(PG205),B,15w,3,AUA Main Campus,Asbed Kotchikian,"TUE 1:30pm-2:50pm, THU 1:30pm-2:50pm",Classroom 315E Paramaz Avedissian Building,202324/fall
PG206,Political Sociology(PG206),A,15w,3,AUA Main Campus,Laura Prokić,"TUE 3:00pm-4:20pm, THU 3:00pm-4:20pm",Classroom 216M Main Building,202324/fall
PG206,Political Sociology(PG206),B,15w,3,AUA Main Campus,Hayarpi Papikyan,"MON 1:30pm-2:20pm, WED 1:30pm-2:20pm, FRI 1:30pm-2:20pm",Classroom 207E Paramaz Avedissian Building,202324/fall
PH101,Basics of Healthy Lifestyle(PH101),0,15W,3,AUA Main Campus,Anya Agopian,"MON 12:30pm-1:20pm, WED 12:30pm-1:20pm, FRI 12:30pm-1:20pm",Classroom 406E Paramaz Avedissian Building,202324/fall
PH201,Global Health(PH201),0,15W,3,AUA Main Campus,Lusine Musheghyan,"TUE 1:30pm-2:45pm, THU 1:30pm-2:45pm",Classroom 314M Main Building,202324/fall
PH203,Human Nutrition and Health(PH203),0,15W,3,AUA Main Campus,Kim Hekimian,"TUE 4:30pm-5:45pm, THU 4:30pm-5:45pm",Classroom 407E Paramaz Avedissian Building,202324/fall
PH302,Public Health Problem Solving(PH302),0,3W,3,AUA Main Campus,Tsovinar Harutyunyan,"MON 3:30pm-7:00pm, TUE 3:30pm-7:00pm, WED 3:30pm-7:00pm, THU 3:30pm-7:00pm, FRI 3:30pm-7:00pm",Classroom 414W Paramaz Avedissian Building,202324/fall
PH310,Social and Behavioral Sciences in Public Health(PH310),0,3W,3,AUA Main Campus,Tsovinar Harutyunyan,"MON 3:30pm-7:00pm, TUE 3:30pm-7:00pm, WED 3:30pm-7:00pm, THU 3:30pm-7:00pm, FRI 3:30pm-7:00pm",Classroom 414W Paramaz Avedissian Building,202324/fall
PH319,Introductory Biostatistics(PH319),0,,3,AUA Main Campus,Yeva Sahakyan,"MON 3:30pm-7:00pm, TUE 3:30pm-7:00pm, WED 3:30pm-7:00pm, THU 3:30pm-7:00pm, FRI 3:30pm-7:00pm",Classroom 414W Paramaz Avedissian Building,202324/fall
PH321,Inferential Biostatistics(PH321)(Prerequisite),0,,2,AUA Main Campus,Anya Agopian,"MON 3:30pm-7:30pm, TUE 3:30pm-7:30pm, WED 3:30pm-7:30pm, THU 3:30pm-7:30pm, FRI 3:30pm-7:30pm",Classroom 414W Paramaz Avedissian Building,202324/fall
PH322,Epidemiology(PH322),0,3W,3,AUA Main Campus,Anya Agopian,"MON 3:30pm-7:00pm, TUE 3:30pm-7:00pm, WED 3:30pm-7:00pm, THU 3:30pm-7:00pm, FRI 3:30pm-7:00pm",Classroom 414W Paramaz Avedissian Building,202324/fall
PH323,Biostatistics: Modeling and Sampling(PH323)(Prerequisite),0,3W,4,AUA Main Campus,Martina Pavlicova,"MON 3:30pm-7:30pm, TUE 3:30pm-7:30pm, WED 3:30pm-7:30pm, THU 3:30pm-7:30pm, FRI 3:30pm-7:30pm",Classroom 406E Paramaz Avedissian Building,202324/fall
PH324,Intermediate Epidemiology(PH324)(Prerequisite),0,3W,3,AUA Main Campus,Anya Agopian,"MON 3:30pm-7:00pm, TUE 3:30pm-7:00pm, WED 3:30pm-7:00pm, THU 3:30pm-7:00pm, FRI 3:30pm-7:00pm",Classroom 406E Paramaz Avedissian Building,202324/fall
PH331,Comparative Health Systems(PH331),0,15w,2,AUA Main Campus,Varduhi Petrosyan,TBD,,202324/fall
PH351,Qualitative Research Methods(PH351)(Prerequisite),0,3W,3,AUA Main Campus,Erin Cooney,"MON 3:30pm-7:00pm, TUE 3:30pm-7:00pm, WED 3:30pm-7:00pm, THU 3:30pm-7:00pm, FRI 3:30pm-7:00pm",Classroom 406E Paramaz Avedissian Building,202324/fall
PH352,Survey Research Methods(PH352),0,2W,3,AUA Main Campus,Lusine Abrahamyan,"MON 3:30pm-7:30pm, TUE 3:30pm-7:30pm, WED 3:30pm-7:30pm, THU 3:30pm-7:30pm, FRI 3:30pm-7:30pm",Classroom 406E Paramaz Avedissian Building,202324/fall
PH360,Training of Trainers(PH360),0,3W,3,AUA Main Campus,Ara Tekian,"MON 3:30pm-7:00pm, TUE 3:30pm-7:00pm, WED 3:30pm-7:00pm, THU 3:30pm-7:00pm, FRI 3:30pm-7:00pm",Classroom 406E Paramaz Avedissian Building,202324/fall
PH391,MPH Integrating Experience Project Implementation – 1(PH391)(Prerequisite),0,15W,3,AUA Main Campus,Varduhi Petrosyan,,,202324/fall
PSIA101,Introduction to Political Science(PSIA101),0,15W,3,AUA Main Campus,Yevgenya Paturyan,"MON 1:30pm-2:20pm, WED 1:30pm-2:20pm, FRI 1:30pm-2:20pm",Classroom 608M Main Building,202324/fall
PSIA102,Introduction to US Government(PSIA102),0,15W,3,AUA Main Campus,Brian Ellison,"TUE 3:00pm-4:15pm, THU 3:00pm-4:15pm",Classroom 422M/424M Main Building,202324/fall
PSIA103,Introduction to Armenian Government(PSIA103),A,15w,3,AUA Main Campus,Narek Sukiasyan,"TUE 12:00pm-1:15pm, THU 12:00pm-1:15pm",Classroom 313W Paramaz Avedissian Building,202324/fall
PSIA103,Introduction to Armenian Government(PSIA103),B,15w,3,AUA Main Campus,Emil Babayan,"MON 12:30pm-1:20pm, WED 12:30pm-1:20pm, FRI 12:30pm-1:20pm",Classroom 314W Paramaz Avedissian Building,202324/fall
PSIA201,Political Philosophy(PSIA201),0,15W,3,AUA Main Campus,Tatevik Movsisyan,"TUE 4:30pm-5:45pm, THU 4:30pm-5:45pm",Classroom 113W Paramaz Avedissian Building,202324/fall
PSIA201,Political Philosophy(PSIA201),B,15w,3,AUA Main Campus,Arshak Balayan,"MON 1:30pm-2:20pm, WED 1:30pm-2:20pm, FRI 1:30pm-2:20pm",Classroom 307E Paramaz Avedissian Building,202324/fall
PSIA205,International Relations(PSIA205),A,15w,3,AUA Main Campus,Arsen Gasparyan,"TUE 12:00pm-1:15pm, THU 12:00pm-1:15pm",Classroom 314W Paramaz Avedissian Building,202324/fall
PSIA205,International Relations(PSIA205),B,15w,3,AUA Main Campus,Arsen Gasparyan,"TUE 4:30pm-5:45pm, THU 4:30pm-5:45pm",Classroom 114W Paramaz Avedissian Building,202324/fall
PSIA271,Religion and Politics(PSIA271),0,15W,3,AUA Main Campus,Arsen Gasparyan,"TUE 3:00pm-4:15pm, THU 3:00pm-4:15pm",Classroom 114W Paramaz Avedissian Building,202324/fall
PSIA272,Geopolitics of Asia(PSIA272),0,15W,3,AUA Main Campus,Alen Shadunts,"TUE 1:30pm-2:45pm, THU 1:30pm-2:45pm",Classroom 614M Main Building,202324/fall
PSIA281,Development Policy(PSIA281),0,15W,3,AUA Main Campus,Brian Ellison,"TUE 12:00pm-1:15pm, THU 12:00pm-1:15pm",Classroom 416W Paramaz Avedissian Building,202324/fall
PSIA392,Master's Essay(PSIA392),0,15w,3,AUA Main Campus,Asbed Kotchikian,TBD,,202324/fall
PSIA395,Master's Thesis(PSIA395),0,15w,6,AUA Main Campus,Asbed Kotchikian,TBD,,202324/fall
TEFL302,English Teaching Practices(TEFL302),0,15W,3,AUA Main Campus,Talin Grigorian,TUE 12:00pm-2:50pm,Classroom 307E Paramaz Avedissian Building,202324/fall
TEFL304,Classroom Assessment(TEFL304),0,15W,3,AUA Main Campus,Rubina Gasparyan,MON 12:30pm-3:20pm,Classroom 407E Paramaz Avedissian Building,202324/fall
TEFL305,Research Methods(TEFL305),0,15W,3,AUA Main Campus,Hagop Yacoubian,THU 9:00am-11:50am,Classroom 307E Paramaz Avedissian Building,202324/fall
TEFL307,New Technologies in TEFL(TEFL307)(Prerequisite),0,15W,3,AUA Main Campus,Irshat Madyarov,THU 12:00pm-2:50pm,Classroom 307E Paramaz Avedissian Building,202324/fall
TEFL309,Curriculum Design(TEFL309)(Prerequisite),0,15W,3,AUA Main Campus,Irshat Madyarov,TUE 9:00am-11:50am,Classroom 307E Paramaz Avedissian Building,202324/fall
TEFL310,Teaching Internship(TEFL310),0,15W,3,AUA Main Campus,Talin Grigorian,TBD,,202324/fall
TEFL330,Endangered Languages and Biodiversity(TEFL330),0,10W,1,AUA Main Campus,Irena Galikyan,TUE 12:00pm-1:20pm,Classroom 215E Paramaz Avedissian Building,202324/fall
TEFL390,Independent Study in TEFL/Applied Linguistics(TEFL390),1PG,15w,3,AUA Main Campus,Rubina Gasparyan,TBD,,202324/fall
TEFL393,Comprehensive Examinations(TEFL393),R,15w,3,AUA Main Campus,Irshat Madyarov,TBD,,202324/fall
BSN010,Bridge Course I - Nursing Skills I(BSN010),0,15w,0,AUA Main Campus,Vicky Herkelian,TBD,,202324/spring
BSN202,Evidence-Based Maternal & Child Health Nursing(BSN202)(Prerequisite),0,15w,3,AUA Main Campus,Talin Gulgulian,"MON 3:30pm-5:20pm, WED 5:30pm-6:20pm",Classroom 407E Paramaz Avedissian Building,202324/spring
BSN203,Health and Nursing Informatics(BSN203),0,15w,3,AUA Main Campus,Talin Gulgulian,"MON 5:30pm-6:20pm, WED 3:30pm-5:20pm","Classroom 406E Paramaz Avedissian Building, Computer Lab 004M Main Building",202324/spring
BSN204,Evidence-Based Adult Gerontology Health Nursing(BSN204)(Prerequisite),0,15w,3,AUA Main Campus,Nour Alayan,"MON 5:30pm-6:20pm, WED 3:30pm-5:20pm",Classroom 407E Paramaz Avedissian Building,202324/spring
BSN212,Care of Patients and Families with Complex Health Problems(BSN212)(Prerequisite),0,15w,3,AUA Main Campus,Vicky Herkelian,"MON 3:30pm-5:20pm, WED 5:30pm-6:20pm",Classroom 406E Paramaz Avedissian Building,202324/spring
BUS101,Introduction to Business(BUS101),A,15W,3,AUA Main Campus,Sergey Tantushyan,"TUE 12:00pm-1:15pm, THU 12:00pm-1:15pm",Classroom 213W Paramaz Avedissian Building,202324/spring
BUS101,Introduction to Business(BUS101),B,15W,3,AUA Main Campus,Ruben Melikyan,"TUE 1:30pm-2:45pm, THU 1:30pm-2:45pm",Classroom 414W Paramaz Avedissian Building,202324/spring
BUS105,Foundations of Management(BUS105),A,15W,3,AUA Main Campus,Arsen Chilingaryan,"MON 9:30am-10:20am, WED 9:30am-10:20am, FRI 9:30am-10:20am",Classroom 114W Paramaz Avedissian Building,202324/spring
BUS105,Foundations of Management(BUS105),B,15W,3,AUA Main Campus,Arsen Chilingaryan,"MON 10:30am-11:20am, WED 10:30am-11:20am, FRI 10:30am-11:20am",Classroom 114W Paramaz Avedissian Building,202324/spring
BUS105,Foundations of Management(BUS105),C,15W,3,AUA Main Campus,Vladimir Prutyan,"TUE 12:00pm-1:15pm, THU 12:00pm-1:15pm",Classroom 114W Paramaz Avedissian Building,202324/spring
BUS105,Foundations of Management(BUS105),D,15W,3,AUA Main Campus,Michael Conrad,"TUE 1:30pm-2:45pm, THU 1:30pm-2:45pm",Classroom 114W Paramaz Avedissian Building,202324/spring
BUS110,Applied Statistics(BUS110),A,15W,3,AUA Main Campus,Vardges Mambreyan,"MON 10:30am-11:20am, WED 10:30am-11:20am, FRI 10:30am-11:20am",Classroom 213W Paramaz Avedissian Building,202324/spring
BUS110,Applied Statistics(BUS110),B,15W,3,AUA Main Campus,Sevag Agop,"MON 12:30pm-1:20pm, WED 12:30pm-1:20pm, FRI 12:30pm-1:20pm",Classroom 213W Paramaz Avedissian Building,202324/spring
BUS110,Applied Statistics(BUS110),C,15W,3,AUA Main Campus,Vahe Movsisyan,"TUE 9:00am-10:15am, THU 9:00am-10:15am",Classroom 308E Paramaz Avedissian Building,202324/spring
BUS110,Applied Statistics(BUS110),D,15W,3,AUA Main Campus,Vahe Movsisyan,"TUE 10:30am-11:45am, THU 10:30am-11:45am",Classroom 308E Paramaz Avedissian Building,202324/spring
BUS145,Introduction to Financial Accounting(BUS145),A,15W,3,AUA Main Campus,Lena Seissian,"MON 9:30am-10:20am, WED 9:30am-10:20am, FRI 9:30am-10:20am",Classroom 113W Paramaz Avedissian Building,202324/spring
BUS145,Introduction to Financial Accounting(BUS145),B,15W,3,AUA Main Campus,Eliza Tigranyan,"MON 10:30am-11:20am, WED 10:30am-11:20am, FRI 10:30am-11:20am",Classroom 214W Paramaz Avedissian Building,202324/spring
BUS145,Introduction to Financial Accounting(BUS145),C,15W,3,AUA Main Campus,Marianna Movsesyan,"TUE 10:30am-11:45am, THU 10:30am-11:45am",Classroom 114W Paramaz Avedissian Building,202324/spring
BUS145,Introduction to Financial Accounting(BUS145),D,15W,3,AUA Main Campus,Lena Seissian,"TUE 12:00pm-1:15pm, THU 12:00pm-1:15pm",Classroom 113W Paramaz Avedissian Building,202324/spring
BUS160,Principles of Marketing(BUS160),A,15W,3,AUA Main Campus,Diana Avetyan,"MON 11:30am-12:20pm, WED 11:30am-12:20pm, FRI 11:30am-12:20pm",Classroom 114W Paramaz Avedissian Building,202324/spring
BUS160,Principles of Marketing(BUS160),B,15W,3,AUA Main Campus,Diana Avetyan,"MON 12:30pm-1:20pm, WED 12:30pm-1:20pm, FRI 12:30pm-1:20pm",Classroom 114W Paramaz Avedissian Building,202324/spring
BUS160,Principles of Marketing(BUS160),C,15W,3,AUA Main Campus,Levon Baghdasaryan,"TUE 9:00am-10:15am, THU 9:00am-10:15am",Classroom 114W Paramaz Avedissian Building,202324/spring
BUS160,Principles of Marketing(BUS160),D,15W,3,AUA Main Campus,Zarmine Zeitountsian,"TUE 10:30am-11:45am, THU 10:30am-11:45am",Classroom 608M Main Building,202324/spring
BUS177,Business Communications(BUS177),A,15W,3,AUA Main Campus,Sergey Tantushyan,"TUE 9:00am-10:15am, THU 9:00am-10:15am",Classroom 614M Main Building,202324/spring
BUS177,Business Communications(BUS177),B,15W,3,AUA Main Campus,Sergey Tantushyan,"TUE 10:30am-11:45am, THU 10:30am-11:45am",Classroom 614M Main Building,202324/spring
BUS209,Linear Algebra and Multi-Variable Calculus for Business and Economics(BUS209)(Prerequisite),A,15w,3,AUA Main Campus,Mher Martirosyan,"MON 8:30am-9:20am, WED 8:30am-9:20am, FRI 8:30am-9:20am",Classroom 213W Paramaz Avedissian Building,202324/spring
BUS209,Linear Algebra and Multi-Variable Calculus for Business and Economics(BUS209)(Prerequisite),B,15w,3,AUA Main Campus,Mher Martirosyan,"MON 9:30am-10:20am, WED 9:30am-10:20am, FRI 9:30am-10:20am",Classroom 213W Paramaz Avedissian Building,202324/spring
BUS209,Linear Algebra and Multi-Variable Calculus for Business and Economics(BUS209)(Prerequisite),C,15w,3,AUA Main Campus,Dmitriy Kha,"TUE 10:30am-11:45am, THU 10:30am-11:45am",Classroom 314W Paramaz Avedissian Building,202324/spring
BUS209,Linear Algebra and Multi-Variable Calculus for Business and Economics(BUS209)(Prerequisite),D,15w,3,AUA Main Campus,Dmitriy Kha,"TUE 12:00pm-1:15pm, THU 12:00pm-1:15pm",Classroom 314W Paramaz Avedissian Building,202324/spring
BUS210,Introduction to International Business Management(BUS210),0,15W,3,AUA Main Campus,Agassy Manoukian,"TUE 9:00am-10:15am, THU 9:00am-10:15am",Classroom 422M/424M Main Building,202324/spring
BUS211,Introduction to Innovation and Entrepreneurship(BUS211)(Prerequisite),A,15W,3,AUA Main Campus,Michael Kouchakdjian,"MON 9:30am-10:20am, WED 9:30am-10:20am, FRI 9:30am-10:20am",Classroom 208E Paramaz Avedissian Building,202324/spring
BUS211,Introduction to Innovation and Entrepreneurship(BUS211)(Prerequisite),B,15W,3,AUA Main Campus,Michael Kouchakdjian,"MON 10:30am-11:20am, WED 10:30am-11:20am, FRI 10:30am-11:20am",Classroom 208E Paramaz Avedissian Building,202324/spring
BUS211,Introduction to Innovation and Entrepreneurship(BUS211)(Prerequisite),C,15W,3,AUA Main Campus,Nejdeh Hovanessian,"TUE 12:00pm-1:15pm, THU 12:00pm-1:15pm",Classroom 422M/424M Main Building,202324/spring
BUS211,Introduction to Innovation and Entrepreneurship(BUS211)(Prerequisite),D,15W,3,AUA Main Campus,Nejdeh Hovanessian,"TUE 1:30pm-2:45pm, THU 1:30pm-2:45pm",Classroom 422M/424M Main Building,202324/spring
BUS226,"Money, Banking and Financial Institutions(BUS226)(Prerequisite)",0,15W,3,AUA Main Campus,Isabella Adilkhanyan,"TUE 9:00am-10:15am, THU 9:00am-10:15am",Classroom 206E Paramaz Avedissian Building,202324/spring
BUS239,Special Topics in Finance(BUS239)(Prerequisite),0,15W,3,AUA Main Campus,Levon Haroyan,"MON 1:30pm-2:20pm, WED 1:30pm-2:20pm, FRI 1:30pm-2:20pm",Classroom 215E Paramaz Avedissian Building,202324/spring
BUS245,Intermediate Financial Accounting(BUS245)(Prerequisite),0,15W,3,AUA Main Campus,Lena Seissian,"MON 10:30am-11:20am, WED 10:30am-11:20am, FRI 10:30am-11:20am",Classroom 315E Paramaz Avedissian Building,202324/spring
BUS248,Introduction to Financial Statement Analysis(BUS248)(Prerequisite),0,15W,3,AUA Main Campus,Eliza Tigranyan,"TUE 10:30am-11:45am, THU 10:30am-11:45am","Classroom 212M Main Building, Classroom 307E Paramaz Avedissian Building",202324/spring
BUS250,Tax Accounting(BUS250)(Prerequisite),0,15W,3,AUA Main Campus,Davit Harutyunyan,"TUE 12:00pm-1:15pm, THU 12:00pm-1:15pm",Classroom 206E Paramaz Avedissian Building,202324/spring
BUS261,Sales Management(BUS261)(Prerequisite),0,15W,3,AUA Main Campus,Zarmine Zeitountsian,"TUE 1:30pm-2:45pm, THU 1:30pm-2:45pm",Classroom 608M Main Building,202324/spring
BUS262,Consumer Behavior(BUS262)(Prerequisite),A,15W,3,AUA Main Campus,Liana Tadevosyan,"MON 8:30am-9:20am, WED 8:30am-9:20am, FRI 8:30am-9:20am",Classroom 608M Main Building,202324/spring
BUS262,Consumer Behavior(BUS262)(Prerequisite),B,15W,3,AUA Main Campus,Liana Tadevosyan,"MON 9:30am-10:20am, WED 9:30am-10:20am, FRI 9:30am-10:20am",Classroom 608M Main Building,202324/spring
BUS275,Market Research(BUS275)(Prerequisite),0,15W,3,AUA Main Campus,Fanis Varvoglis,"TUE 12:00pm-1:15pm, THU 12:00pm-1:15pm",Classroom 306E Paramaz Avedissian Building,202324/spring
BUS276,Integrated Marketing Communication(BUS276)(Prerequisite),0,15W,3,AUA Main Campus,Liana Tadevosyan,"TUE 9:00am-10:15am, THU 9:00am-10:15am",Classroom 215E Paramaz Avedissian Building,202324/spring
BUS278,Internet Marketing(BUS278)(Prerequisite),A,15W,3,AUA Main Campus,Areg Vardanyan,"TUE 9:00am-10:15am, THU 9:00am-10:15am",Classroom 214M Main Building,202324/spring
BUS278,Internet Marketing(BUS278)(Prerequisite),B,15W,3,AUA Main Campus,Areg Vardanyan,"TUE 10:30am-11:45am, THU 10:30am-11:45am",Classroom 214M Main Building,202324/spring
BUS281,Management Information Systems(BUS281)(Prerequisite),A,15W,3,AUA Main Campus,Vahe Odabashian,"MON 8:30am-9:20am, WED 8:30am-9:20am, FRI 8:30am-9:20am",Classroom 206E Paramaz Avedissian Building,202324/spring
BUS281,Management Information Systems(BUS281)(Prerequisite),B,15W,3,AUA Main Campus,Vahe Odabashian,"MON 9:30am-10:20am, WED 9:30am-10:20am, FRI 9:30am-10:20am",Classroom 206E Paramaz Avedissian Building,202324/spring
BUS281,Management Information Systems(BUS281)(Prerequisite),C,15W,3,AUA Main Campus,Vahe Odabashian,"TUE 9:00am-10:15am, THU 9:00am-10:15am",Classroom 207E Paramaz Avedissian Building,202324/spring
